Date,Ticker,FinBERT_Positive,FinBERT_Negative,FinBERT_Neutral,Volume_Messages,Score_Net,Bullishness_Index,Polarite_Index
2024-02-14,GOOGL,0.0003,0.0193,0.9803,1,-0.019,0.0171,0.0197
2024-02-15,AMZN,0.0,0.0,1.0,1,-0.0,0.4691,0.0
2024-02-15,MSFT,0.0004,0.0,0.9995,1,0.0004,0.9087,0.0005
2024-02-16,AAPL,0.0,0.0,1.0,1,-0.0,0.0079,0.0
2024-02-16,MSFT,0.0,0.0,1.0,1,-0.0,0.0079,0.0
2024-02-16,TSLA,0.0,0.0,1.0,1,-0.0,0.0079,0.0
2024-02-17,BRK-B,0.0,0.0,1.0,1,-0.0,0.0963,0.0
2024-02-17,MSFT,0.0,0.0,1.0,1,-0.0,0.4913,0.0
2024-02-18,BRK-B,0.0025,0.0002,0.9973,2,0.0023,0.9312,0.0027
2024-02-18,JPM,0.0049,0.0003,0.9948,1,0.0046,0.9453,0.0052
2024-02-19,JPM,0.0,0.0,1.0,1,-0.0,0.0686,0.0
2024-02-19,TSLA,0.0,0.0,1.0,1,-0.0,0.2896,0.0
2024-02-20,AMZN,0.0,0.0003,0.9996,5,-0.0003,0.0776,0.0004
2024-02-20,GOOGL,0.001,0.0013,0.9978,1,-0.0003,0.4296,0.0022
2024-02-21,AMZN,0.0002,0.0001,0.9998,1,0.0001,0.6753,0.0002
2024-02-21,BRK-B,0.0001,0.0146,0.9853,1,-0.0145,0.0047,0.0147
2024-02-21,GOOGL,0.0004,0.0,0.9996,1,0.0003,0.9196,0.0004
2024-02-21,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-02-21,UNH,0.9975,0.0005,0.0021,1,0.997,0.9995,0.9979
2024-02-22,TSLA,0.0,0.0,1.0,1,-0.0,0.1572,0.0
2024-02-23,BRK-B,0.0,0.0,1.0,1,-0.0,0.0267,0.0
2024-02-23,JPM,0.0,0.0,1.0,1,-0.0,0.0069,0.0
2024-02-23,UNH,0.0,0.0,1.0,1,-0.0,0.3339,0.0
2024-02-24,BRK-B,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-02-24,JPM,0.0,0.0,1.0,1,-0.0,0.0497,0.0
2024-02-24,TSLA,0.0001,0.4999,0.5,2,-0.4998,0.0002,0.5
2024-02-25,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-02-26,AMZN,0.01,0.2721,0.7179,2,-0.262,0.0356,0.2821
2024-02-26,BRK-B,0.0,0.0,1.0,1,-0.0,0.1378,0.0
2024-02-26,GOOGL,0.0009,0.7978,0.2013,3,-0.7969,0.0011,0.7987
2024-02-26,JPM,0.0,0.0,1.0,2,-0.0,0.1778,0.0
2024-02-26,MSFT,0.0,0.0,1.0,1,0.0,0.9052,0.0
2024-02-27,BRK-B,0.0,0.008,0.992,1,-0.008,0.0003,0.008
2024-02-27,JPM,0.0,1.0,0.0,1,-1.0,0.0,1.0
2024-02-28,AAPL,0.0005,0.8107,0.1888,1,-0.8102,0.0006,0.8112
2024-02-28,AMZN,0.8355,0.0009,0.1636,1,0.8347,0.999,0.8364
2024-02-28,GOOGL,0.0,0.0008,0.9992,1,-0.0007,0.0357,0.0008
2024-02-28,TSLA,0.0,0.0,1.0,1,-0.0,0.1432,0.0
2024-02-28,UNH,0.0,1.0,0.0,1,-1.0,0.0,1.0
2024-02-29,JPM,0.0002,0.0002,0.9996,2,0.0001,0.5662,0.0004
2024-02-29,META,0.0,0.0003,0.9997,1,-0.0002,0.1154,0.0003
2024-02-29,MSFT,0.0,0.0,1.0,1,-0.0,0.0403,0.0
2024-02-29,TSLA,0.0038,0.0002,0.996,1,0.0036,0.9599,0.004
2024-03-01,GOOGL,0.0001,0.9999,0.0,1,-0.9998,0.0001,1.0
2024-03-01,JPM,0.0,0.0,1.0,1,-0.0,0.0549,0.0
2024-03-02,AAPL,0.9981,0.0001,0.0017,1,0.998,0.9999,0.9983
2024-03-02,META,0.0001,0.0001,0.9998,1,-0.0,0.47,0.0002
2024-03-04,MSFT,0.9999,0.0,0.0001,1,0.9999,1.0,0.9999
2024-03-05,AAPL,0.0004,0.0003,0.9994,1,0.0001,0.5565,0.0006
2024-03-05,META,0.0,0.559,0.441,1,-0.559,0.0,0.559
2024-03-06,AMZN,1.0,0.0,0.0,2,1.0,1.0,1.0
2024-03-06,META,0.0001,0.0,0.9999,3,0.0001,0.7306,0.0001
2024-03-06,MSFT,0.0024,0.0015,0.9961,1,0.0008,0.6083,0.0039
2024-03-07,AMZN,1.0,0.0,0.0,2,1.0,1.0,1.0
2024-03-08,AAPL,0.0004,0.0,0.9996,2,0.0003,0.9506,0.0004
2024-03-08,AMZN,0.0,0.9995,0.0005,1,-0.9995,0.0,0.9995
2024-03-08,GOOGL,0.0007,0.0,0.9992,1,0.0007,0.9522,0.0008
2024-03-08,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-03-08,MSFT,0.0007,0.0,0.9992,1,0.0007,0.9522,0.0008
2024-03-09,MSFT,0.7398,0.0,0.2602,1,0.7398,1.0,0.7398
2024-03-11,AMZN,0.0014,0.0,0.9986,1,0.0014,0.9888,0.0014
2024-03-11,META,0.0001,0.9992,0.0007,1,-0.9991,0.0001,0.9993
2024-03-12,AAPL,0.0002,0.0002,0.9997,1,0.0,0.5026,0.0003
2024-03-12,MSFT,0.0002,0.0002,0.9997,1,0.0,0.5026,0.0003
2024-03-12,UNH,0.0009,0.0003,0.9988,1,0.0007,0.7723,0.0012
2024-03-14,JPM,0.3334,0.1708,0.4958,3,0.1626,0.6613,0.5042
2024-03-14,META,0.9989,0.0002,0.0009,1,0.9988,0.9998,0.9991
2024-03-14,MSFT,0.9991,0.0008,0.0001,1,0.9983,0.9992,0.9999
2024-03-14,TSLA,0.0084,0.0027,0.9889,1,0.0058,0.7597,0.0111
2024-03-15,JPM,0.0001,0.0276,0.9723,1,-0.0275,0.0026,0.0277
2024-03-15,MSFT,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-03-16,AAPL,0.043,0.0003,0.9567,1,0.0427,0.9937,0.0433
2024-03-16,MSFT,0.0092,0.0043,0.9865,1,0.0048,0.6785,0.0135
2024-03-16,TSLA,0.0,1.0,0.0,1,-1.0,0.0,1.0
2024-03-18,AMZN,0.0,0.0001,0.9999,1,-0.0001,0.0537,0.0001
2024-03-18,GOOGL,0.9999,0.0,0.0001,1,0.9999,1.0,0.9999
2024-03-18,JPM,0.2968,0.0123,0.691,1,0.2845,0.9604,0.309
2024-03-19,AAPL,0.0002,0.0,0.9998,1,0.0002,0.8864,0.0002
2024-03-19,META,0.0127,0.0014,0.9859,1,0.0112,0.8975,0.0141
2024-03-20,AMZN,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-03-22,AMZN,0.0,0.0,1.0,1,-0.0,0.0201,0.0
2024-03-22,BRK-B,0.0,0.0,1.0,1,-0.0,0.0201,0.0
2024-03-23,BRK-B,0.7872,0.0005,0.2124,1,0.7867,0.9994,0.7876
2024-03-24,GOOGL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-03-25,AMZN,0.0,0.0,1.0,1,-0.0,0.0141,0.0
2024-03-25,GOOGL,0.0,0.0,1.0,1,-0.0,0.2916,0.0
2024-03-26,AAPL,0.0027,0.9973,0.0,1,-0.9946,0.0027,1.0
2024-03-26,AMZN,0.4784,0.0,0.5216,1,0.4783,1.0,0.4784
2024-03-27,UNH,0.0,0.0,0.9999,1,-0.0,0.4903,0.0001
2024-03-28,AAPL,0.0219,0.0087,0.9694,1,0.0132,0.7152,0.0306
2024-03-28,AMZN,0.0,0.4886,0.5114,2,-0.4885,0.0,0.4886
2024-03-29,TSLA,0.9982,0.0,0.0018,1,0.9982,1.0,0.9982
2024-03-31,AAPL,0.0,0.0,1.0,1,-0.0,0.0446,0.0
2024-03-31,AMZN,0.0015,0.0,0.9985,2,0.0014,0.9693,0.0015
2024-03-31,TSLA,0.0002,0.0002,0.9996,1,-0.0,0.4419,0.0004
2024-04-01,BRK-B,0.0006,0.9967,0.0028,1,-0.9961,0.0006,0.9972
2024-04-01,JPM,0.9997,0.0001,0.0001,1,0.9996,0.9999,0.9999
2024-04-01,UNH,0.0,0.0001,0.9998,1,-0.0001,0.2616,0.0002
2024-04-02,JPM,0.8387,0.0232,0.1382,1,0.8155,0.9731,0.8618
2024-04-02,META,0.3453,0.0011,0.6536,1,0.3442,0.9968,0.3464
2024-04-02,UNH,0.0364,0.2544,0.7092,1,-0.218,0.1251,0.2908
2024-04-03,AAPL,0.0,0.0,1.0,1,-0.0,0.3215,0.0
2024-04-03,AMZN,0.0,0.0,1.0,2,-0.0,0.0811,0.0
2024-04-03,TSLA,0.0,0.9999,0.0001,1,-0.9999,0.0,0.9999
2024-04-04,AMZN,0.0628,0.0018,0.9355,2,0.061,0.9724,0.0645
2024-04-04,BRK-B,0.0714,0.418,0.5107,2,-0.3466,0.1458,0.4893
2024-04-07,AMZN,0.0,0.0,1.0,1,-0.0,0.0716,0.0
2024-04-07,GOOGL,0.0,0.0,1.0,1,0.0,0.5836,0.0
2024-04-07,JPM,0.0004,0.0028,0.9968,1,-0.0025,0.1111,0.0032
2024-04-08,JPM,0.0,0.0,1.0,1,-0.0,0.3575,0.0
2024-04-08,META,0.0,0.0,1.0,1,-0.0,0.1953,0.0
2024-04-08,TSLA,0.0025,0.9972,0.0003,1,-0.9947,0.0025,0.9997
2024-04-09,GOOGL,0.945,0.0006,0.0544,2,0.9444,0.9994,0.9456
2024-04-10,JPM,0.0,0.0007,0.9993,1,-0.0007,0.0278,0.0007
2024-04-11,AMZN,0.9114,0.0385,0.0501,2,0.8729,0.9595,0.9499
2024-04-11,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-11,UNH,0.0,0.0,1.0,1,-0.0,0.0148,0.0
2024-04-12,GOOGL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-12,JPM,0.3333,0.6666,0.0001,3,-0.3332,0.3334,0.9999
2024-04-14,AAPL,0.0,0.0,1.0,1,-0.0,0.0268,0.0
2024-04-15,JPM,0.0,0.0001,0.9999,1,-0.0001,0.0123,0.0001
2024-04-16,UNH,0.5048,0.0025,0.4928,2,0.5023,0.9951,0.5072
2024-04-17,AMZN,0.0,0.0,0.9999,1,0.0,0.669,0.0001
2024-04-17,META,0.9999,0.0,0.0001,1,0.9999,1.0,0.9999
2024-04-17,MSFT,0.0,0.0,0.9999,1,0.0,0.669,0.0001
2024-04-18,BRK-B,0.0,0.0,1.0,1,-0.0,0.0518,0.0
2024-04-21,GOOGL,0.0,0.0,1.0,1,-0.0,0.0516,0.0
2024-04-21,MSFT,0.0,0.0,1.0,1,-0.0,0.0465,0.0
2024-04-22,AAPL,0.0004,0.4999,0.4997,2,-0.4996,0.0007,0.5003
2024-04-22,BRK-B,0.0,0.0,1.0,1,-0.0,0.1084,0.0
2024-04-22,META,0.0037,0.0008,0.9956,1,0.0029,0.828,0.0044
2024-04-22,TSLA,0.0,0.9416,0.0584,1,-0.9416,0.0,0.9416
2024-04-22,UNH,0.0,0.0002,0.9998,1,-0.0002,0.0179,0.0002
2024-04-23,AMZN,0.0015,0.9934,0.0051,1,-0.9919,0.0016,0.9949
2024-04-23,BRK-B,0.9952,0.0,0.0048,1,0.9952,1.0,0.9952
2024-04-23,JPM,0.0,0.0,1.0,1,-0.0,0.1221,0.0
2024-04-23,TSLA,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-24,AMZN,0.0,1.0,0.0,1,-0.9999,0.0,1.0
2024-04-24,GOOGL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-24,META,0.0,0.9771,0.0229,3,-0.9771,0.0,0.9771
2024-04-24,UNH,0.9996,0.0,0.0004,1,0.9996,1.0,0.9996
2024-04-25,AMZN,0.0,0.0001,0.9999,2,-0.0001,0.0244,0.0001
2024-04-25,GOOGL,1.0,0.0,0.0,3,1.0,1.0,1.0
2024-04-25,META,0.0185,0.7891,0.1923,5,-0.7706,0.023,0.8077
2024-04-25,MSFT,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-26,AMZN,0.9164,0.0403,0.0432,1,0.8761,0.9579,0.9568
2024-04-26,BRK-B,0.0,0.0002,0.9998,1,-0.0002,0.0207,0.0002
2024-04-26,GOOGL,0.3334,0.0005,0.6661,3,0.333,0.9986,0.3339
2024-04-26,META,0.0003,0.0019,0.9978,2,-0.0016,0.1487,0.0022
2024-04-28,AAPL,0.0,0.0,1.0,1,-0.0,0.0511,0.0
2024-04-28,AMZN,0.0645,0.0237,0.9118,1,0.0407,0.7309,0.0882
2024-04-29,AAPL,0.0,0.0,0.9999,1,-0.0,0.0586,0.0001
2024-04-29,AMZN,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-29,MSFT,0.0,0.0,1.0,1,-0.0,0.177,0.0
2024-04-29,TSLA,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-04-30,AMZN,0.6665,0.0,0.3335,6,0.6665,1.0,0.6665
2024-04-30,GOOGL,0.0,0.0,1.0,1,-0.0,0.2507,0.0
2024-04-30,META,0.0,0.0,1.0,1,-0.0,0.1825,0.0
2024-04-30,MSFT,0.0,0.0,1.0,1,-0.0,0.1825,0.0
2024-05-01,AAPL,0.0,0.0,1.0,1,0.0,0.5002,0.0
2024-05-01,GOOGL,0.0003,0.0,0.9997,1,0.0003,0.9707,0.0003
2024-05-01,MSFT,0.0152,0.0085,0.9763,1,0.0067,0.6411,0.0237
2024-05-02,AAPL,0.1401,0.1949,0.665,2,-0.0548,0.4183,0.335
2024-05-02,AMZN,0.2803,0.3898,0.3299,1,-0.1095,0.4183,0.6701
2024-05-02,GOOGL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-02,JPM,0.0,0.0002,0.9998,1,-0.0002,0.0693,0.0002
2024-05-02,TSLA,0.8141,0.1757,0.0102,1,0.6385,0.8225,0.9898
2024-05-03,AAPL,0.5,0.0,0.4999,2,0.5,1.0,0.5001
2024-05-03,BRK-B,0.0,0.333,0.667,3,-0.333,0.0,0.333
2024-05-03,JPM,0.0,0.0,1.0,1,-0.0,0.0566,0.0
2024-05-03,TSLA,0.0,0.0001,0.9999,1,-0.0001,0.0037,0.0001
2024-05-04,AMZN,0.0,0.0,1.0,1,-0.0,0.2259,0.0
2024-05-04,BRK-B,0.5003,0.4876,0.0121,2,0.0126,0.5064,0.9879
2024-05-04,GOOGL,0.0,0.0001,0.9999,1,-0.0001,0.0732,0.0001
2024-05-04,META,0.0,0.0,1.0,1,-0.0,0.2259,0.0
2024-05-04,MSFT,0.0,0.0,1.0,1,-0.0,0.2259,0.0
2024-05-04,TSLA,0.0,0.0002,0.9998,1,-0.0002,0.0106,0.0002
2024-05-05,AMZN,0.0,0.0001,0.9999,2,-0.0,0.3077,0.0001
2024-05-06,AMZN,0.8931,0.0158,0.0911,1,0.8773,0.9826,0.9089
2024-05-06,BRK-B,0.5,0.0001,0.4999,2,0.4999,0.9999,0.5001
2024-05-06,META,0.0007,0.0007,0.9986,1,-0.0,0.4869,0.0014
2024-05-06,MSFT,0.012,0.0113,0.9768,1,0.0007,0.5148,0.0232
2024-05-06,TSLA,0.0003,0.0004,0.9993,2,-0.0,0.4877,0.0007
2024-05-07,JPM,0.8889,0.0086,0.1026,1,0.8803,0.9904,0.8974
2024-05-07,TSLA,0.0013,0.015,0.9837,1,-0.0137,0.0795,0.0163
2024-05-08,GOOGL,0.0,1.0,0.0,1,-1.0,0.0,1.0
2024-05-08,JPM,0.0003,0.0165,0.9832,1,-0.0163,0.0164,0.0168
2024-05-08,META,0.0003,0.9993,0.0004,1,-0.9991,0.0003,0.9996
2024-05-09,AAPL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-10,AMZN,0.0029,0.9968,0.0003,1,-0.9939,0.0029,0.9997
2024-05-10,BRK-B,0.0018,0.0001,0.9981,1,0.0018,0.9656,0.0019
2024-05-10,META,0.0,0.0001,0.9999,1,-0.0001,0.0127,0.0001
2024-05-10,TSLA,0.0011,0.0002,0.9986,1,0.0009,0.8317,0.0014
2024-05-12,AAPL,0.0003,0.0007,0.999,3,-0.0004,0.2906,0.001
2024-05-13,AAPL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-13,AMZN,0.0005,0.001,0.9984,1,-0.0005,0.3315,0.0016
2024-05-14,AAPL,0.0,0.0,1.0,1,-0.0,0.0565,0.0
2024-05-14,MSFT,0.0,0.0,1.0,1,-0.0,0.0033,0.0
2024-05-15,AMZN,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-15,GOOGL,0.0,0.0,1.0,1,-0.0,0.4403,0.0
2024-05-15,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-15,MSFT,0.9999,0.0,0.0001,1,0.9999,1.0,0.9999
2024-05-16,AMZN,0.0,0.0002,0.9998,1,-0.0002,0.0838,0.0002
2024-05-16,META,0.0,0.0,1.0,1,-0.0,0.1072,0.0
2024-05-17,AMZN,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-17,MSFT,0.0,0.0,1.0,1,0.0,0.5546,0.0
2024-05-19,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-20,JPM,0.0005,0.3176,0.682,5,-0.3171,0.0015,0.318
2024-05-20,MSFT,0.9595,0.0009,0.0396,1,0.9586,0.999,0.9604
2024-05-21,AMZN,0.0026,0.0303,0.9671,2,-0.0277,0.0786,0.0329
2024-05-21,MSFT,0.0,0.0003,0.9997,1,-0.0002,0.0821,0.0003
2024-05-22,BRK-B,0.0,0.0,1.0,1,-0.0,0.0161,0.0
2024-05-23,AMZN,0.0,1.0,0.0,1,-1.0,0.0,1.0
2024-05-23,UNH,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-25,AMZN,0.0,0.0,1.0,1,-0.0,0.31,0.0
2024-05-25,GOOGL,0.0001,0.0,0.9999,1,0.0001,0.9693,0.0001
2024-05-26,MSFT,0.001,0.0016,0.9974,1,-0.0006,0.3796,0.0026
2024-05-27,UNH,0.0,0.0004,0.9996,1,-0.0004,0.0254,0.0004
2024-05-28,AAPL,0.0,0.0003,0.9996,1,-0.0003,0.1043,0.0004
2024-05-28,AMZN,0.9976,0.0,0.0023,1,0.9976,1.0,0.9977
2024-05-28,GOOGL,0.0021,0.0002,0.9977,2,0.002,0.9296,0.0023
2024-05-28,JPM,0.0,0.0,1.0,1,0.0,0.8677,0.0
2024-05-28,META,0.0,0.0003,0.9996,1,-0.0003,0.1043,0.0004
2024-05-29,META,0.0,0.0,0.9999,1,-0.0,0.2732,0.0001
2024-05-29,UNH,0.0,0.0022,0.9978,1,-0.0022,0.0003,0.0022
2024-05-30,AMZN,0.3167,0.0,0.6833,3,0.3167,0.9999,0.3167
2024-05-30,GOOGL,0.0,0.0,1.0,1,-0.0,0.374,0.0
2024-05-30,META,0.6442,0.0001,0.3558,3,0.6441,0.9999,0.6442
2024-05-30,MSFT,0.0,0.0001,0.9999,2,-0.0001,0.0632,0.0001
2024-05-31,AMZN,0.8893,0.0001,0.1107,1,0.8892,0.9999,0.8893
2024-05-31,META,0.0,0.5,0.5,2,-0.5,0.0,0.5
2024-05-31,MSFT,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-05-31,TSLA,0.0,0.0003,0.9997,1,-0.0003,0.0902,0.0003
2024-06-01,AMZN,0.0,0.0001,0.9999,1,-0.0001,0.1173,0.0001
2024-06-01,BRK-B,0.0,0.0,1.0,1,-0.0,0.0371,0.0
2024-06-02,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-02,MSFT,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-03,AMZN,0.0008,0.0008,0.9984,1,-0.0001,0.471,0.0016
2024-06-03,BRK-B,0.0001,0.5186,0.4814,2,-0.5185,0.0001,0.5186
2024-06-03,META,0.0,0.0,1.0,1,0.0,0.8716,0.0
2024-06-04,BRK-B,0.0007,0.2218,0.7775,3,-0.2211,0.003,0.2225
2024-06-04,MSFT,0.0,0.0,1.0,1,-0.0,0.1981,0.0
2024-06-04,UNH,0.0,0.0,1.0,1,-0.0,0.1981,0.0
2024-06-05,BRK-B,0.9998,0.0001,0.0001,1,0.9997,0.9999,0.9999
2024-06-05,GOOGL,0.0,0.0001,0.9999,1,-0.0001,0.0295,0.0001
2024-06-06,AAPL,0.0002,0.0001,0.9997,1,0.0002,0.7459,0.0003
2024-06-06,BRK-B,0.0,0.0,1.0,1,-0.0,0.0324,0.0
2024-06-06,GOOGL,0.0004,0.0,0.9996,1,0.0004,0.9883,0.0004
2024-06-06,MSFT,0.0002,0.0001,0.9997,1,0.0002,0.7459,0.0003
2024-06-07,AMZN,0.0003,0.0005,0.9992,1,-0.0002,0.3683,0.0008
2024-06-07,META,0.0,0.0,0.9999,1,-0.0,0.4751,0.0001
2024-06-08,BRK-B,0.9905,0.0017,0.0078,1,0.9888,0.9983,0.9922
2024-06-08,JPM,0.0,0.0,0.9999,1,-0.0,0.2511,0.0001
2024-06-08,META,0.0,0.0006,0.9994,1,-0.0006,0.0255,0.0006
2024-06-09,TSLA,0.0,0.0,1.0,1,-0.0,0.0395,0.0
2024-06-10,AMZN,0.0,0.0,1.0,1,-0.0,0.4677,0.0
2024-06-11,AAPL,0.4998,0.1102,0.3899,2,0.3896,0.8193,0.6101
2024-06-11,AMZN,0.9984,0.0013,0.0003,1,0.997,0.9987,0.9997
2024-06-11,GOOGL,0.9943,0.0046,0.0011,1,0.9897,0.9954,0.9989
2024-06-11,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-12,GOOGL,0.0001,0.0,0.9999,1,0.0001,0.8864,0.0001
2024-06-12,JPM,0.0003,0.0001,0.9996,1,0.0002,0.7606,0.0004
2024-06-12,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-13,AAPL,0.9987,0.0,0.0013,1,0.9987,1.0,0.9987
2024-06-13,META,0.0,0.0,0.9999,1,-0.0,0.2467,0.0001
2024-06-13,MSFT,0.001,0.1317,0.8673,1,-0.1307,0.0075,0.1327
2024-06-13,TSLA,0.6157,0.0,0.3843,1,0.6157,1.0,0.6157
2024-06-14,GOOGL,0.0005,0.0,0.9995,1,0.0005,0.9993,0.0005
2024-06-14,MSFT,0.0,0.0003,0.9997,1,-0.0003,0.0234,0.0003
2024-06-14,TSLA,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-17,AAPL,0.9904,0.0004,0.0093,1,0.99,0.9996,0.9907
2024-06-17,AMZN,0.0,0.0,1.0,2,-0.0,0.0091,0.0
2024-06-17,BRK-B,0.0,0.0001,0.9999,1,-0.0001,0.0249,0.0001
2024-06-18,AAPL,0.5922,0.0041,0.4037,1,0.5881,0.9931,0.5963
2024-06-18,AMZN,0.5922,0.0041,0.4037,1,0.5881,0.9931,0.5963
2024-06-18,BRK-B,0.0001,0.0001,0.9998,2,-0.0,0.4224,0.0002
2024-06-19,AMZN,0.0,0.0001,0.9999,1,-0.0,0.3988,0.0001
2024-06-19,GOOGL,0.0,0.0,1.0,1,-0.0,0.1789,0.0
2024-06-20,AMZN,0.0002,0.0013,0.9985,1,-0.001,0.1619,0.0015
2024-06-20,GOOGL,0.0,0.0003,0.9997,1,-0.0003,0.0734,0.0003
2024-06-20,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-21,AMZN,0.0,0.0,1.0,1,-0.0,0.1563,0.0
2024-06-21,META,0.0001,0.0041,0.9958,1,-0.004,0.0266,0.0042
2024-06-21,MSFT,0.0,1.0,0.0,1,-1.0,0.0,1.0
2024-06-23,AMZN,0.0414,0.0009,0.9577,1,0.0405,0.9785,0.0423
2024-06-23,BRK-B,0.0,0.0,1.0,1,-0.0,0.1169,0.0
2024-06-24,AMZN,0.0,0.0,1.0,1,-0.0,0.0491,0.0
2024-06-25,META,0.0,0.0009,0.9991,2,-0.0008,0.0451,0.0009
2024-06-26,AMZN,0.3263,0.022,0.6517,3,0.3042,0.9368,0.3483
2024-06-27,AMZN,0.0004,0.1086,0.891,3,-0.1082,0.0038,0.109
2024-06-27,MSFT,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-27,TSLA,0.0,0.0001,0.9999,1,-0.0001,0.1275,0.0001
2024-06-28,AAPL,0.0,0.0,1.0,2,-0.0,0.1083,0.0
2024-06-28,AMZN,0.0002,0.0,0.9998,1,0.0002,0.9613,0.0002
2024-06-28,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-06-29,BRK-B,0.0,0.0001,0.9999,1,-0.0001,0.1923,0.0001
2024-06-29,GOOGL,0.9625,0.0001,0.0374,1,0.9623,0.9998,0.9626
2024-06-30,BRK-B,0.0,0.0001,0.9999,1,-0.0001,0.0754,0.0001
2024-07-01,JPM,0.9997,0.0002,0.0001,1,0.9994,0.9998,0.9999
2024-07-03,AMZN,0.4996,0.0001,0.5003,2,0.4995,0.9998,0.4997
2024-07-03,GOOGL,0.4994,0.4999,0.0006,2,-0.0005,0.4997,0.9994
2024-07-03,JPM,0.0,0.0327,0.9673,2,-0.0327,0.0004,0.0327
2024-07-03,META,0.9988,0.0,0.0011,1,0.9988,1.0,0.9989
2024-07-03,MSFT,0.0001,0.0003,0.9996,1,-0.0001,0.3311,0.0004
2024-07-03,TSLA,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-07-04,AMZN,0.004,0.0313,0.9647,1,-0.0273,0.1128,0.0353
2024-07-05,AMZN,0.0026,0.0002,0.9973,1,0.0024,0.9402,0.0027
2024-07-05,GOOGL,0.9961,0.0002,0.0037,1,0.9959,0.9998,0.9963
2024-07-05,META,0.0,0.0001,0.9999,1,-0.0,0.1804,0.0001
2024-07-05,TSLA,0.2691,0.0112,0.7197,1,0.2579,0.96,0.2803
2024-07-06,AMZN,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-07-08,META,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-07-08,MSFT,0.9999,0.0,0.0001,1,0.9999,1.0,0.9999
2024-07-10,AMZN,0.0001,0.0001,0.9997,1,0.0,0.5089,0.0003
2024-07-10,META,0.0005,0.0,0.9995,1,0.0005,0.9946,0.0005
2024-07-10,MSFT,0.0,0.0002,0.9998,1,-0.0001,0.1042,0.0002
2024-07-10,TSLA,0.0,0.0001,0.9999,1,-0.0001,0.0353,0.0001
2024-07-10,UNH,0.0,0.0,1.0,1,-0.0,0.2843,0.0
2024-07-11,JPM,0.9999,0.0,0.0001,1,0.9999,1.0,0.9999
2024-07-12,AAPL,0.0034,0.0005,0.9962,1,0.0029,0.8754,0.0038
2024-07-12,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-07-12,META,0.0,0.0,1.0,1,-0.0,0.1758,0.0
2024-07-13,MSFT,0.0002,0.0,0.9998,1,0.0002,0.9339,0.0002
2024-07-14,GOOGL,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-07-15,AAPL,0.7542,0.0003,0.2455,1,0.7539,0.9996,0.7545
2024-07-15,GOOGL,0.7542,0.0003,0.2455,1,0.7539,0.9996,0.7545
2024-07-15,META,0.0,0.0001,0.9999,1,-0.0001,0.191,0.0001
2024-07-15,MSFT,0.7542,0.0003,0.2455,1,0.7539,0.9996,0.7545
2024-07-16,AAPL,0.0002,0.0004,0.9994,1,-0.0003,0.2862,0.0006
2024-07-16,AMZN,0.0,0.0,1.0,2,-0.0,0.2518,0.0
2024-07-16,GOOGL,0.0,0.0,1.0,1,-0.0,0.4089,0.0
2024-07-16,JPM,1.0,0.0,0.0,1,1.0,1.0,1.0
2024-07-16,UNH,0.2345,0.3401,0.4254,1,-0.1056,0.4081,0.5746
2024-07-17,AMZN,0.5,0.0,0.5,2,0.5,1.0,0.5
