Date,Ticker,Target,Volume,Daily_Volatility,FinBERT_Positive,FinBERT_Negative,FinBERT_Neutral,Volume_Messages,Score_Net,Bullishness_Index,Polarite_Index,Score_Net_Lag1,Score_Net_Lag2,Score_Net_Lag3,Score_Net_Lag5,Volume_Messages_Lag1,Volume_Messages_Lag2,Volume_Messages_Lag3,Volume_Messages_Lag5,Volume_Lag1,Volume_Lag2,Volume_Lag3,Volume_Lag5,Polarite_Index_Lag1,Polarite_Index_Lag2,Polarite_Index_Lag3,Polarite_Index_Lag5,Bullishness_Index_Lag1,Bullishness_Index_Lag2,Bullishness_Index_Lag3,Bullishness_Index_Lag5,Volatility_20d,Volume_Avg20d
2025-04-30,GOOGL,1,34981100,0.0244968380848102,0.001,0.0,0.999,1,0.001,0.9684,0.001,-0.0,1.0,0.6745,0.514,1.0,1.0,5.0,2.0,26809000.0,29745800.0,56034000.0,31128800.0,0.0,1.0,0.6747,0.5162,0.2049,1.0,0.9999,0.9978,0.015458538910615544,37528670.0
2025-04-30,META,1,29244000,0.036404113479133,0.3333,0.0003,0.6664,3,0.333,0.9991,0.3336,-0.0001,-0.0,-0.0124,-0.0001,1.0,1.0,1.0,1.0,11835000.0,13910000.0,16166000.0,18735100.0,0.0001,0.0,0.0124,0.0002,0.0318,0.0276,0.0033,0.1632,0.028635633215191823,17227275.0
2025-04-30,MSFT,1,36461100,0.031309253402245,0.6063,0.0006,0.3931,3,0.6057,0.999,0.6069,-0.0,0.9993,1.0,-0.0925,1.0,1.0,1.0,2.0,14974000.0,21967800.0,19251200.0,35184700.0,0.0,0.9993,1.0,0.1469,0.1843,1.0,1.0,0.185,0.027082776034626176,25322475.0
2025-05-01,AAPL,1,57365700,0.0270709948944943,0.0,1.0,0.0,1,-1.0,0.0,1.0,0.003,-0.4854,-0.0,0.001,1.0,2.0,1.0,1.0,47311000.0,52929200.0,46742500.0,101352900.0,0.0032,0.5159,0.0,0.001,0.9577,0.0295,0.4717,0.9845,0.04314207780687745,77927145.0
2025-05-01,AMZN,0,74266000,0.0226092296500922,0.4973,0.5,0.0028,4,-0.0027,0.4987,0.9972,0.0,-0.0434,-0.0,-0.1583,1.0,1.0,2.0,3.0,55176500.0,41667300.0,33224700.0,56607200.0,0.0,0.0434,0.0,0.3077,0.766,0.0002,0.0523,0.2428,0.035192295569895775,52882710.0
2025-05-01,BRK-B,0,4693100,0.009359758452507,0.0921,0.0002,0.9077,1,0.0919,0.9978,0.0923,-0.0007,0.8064,-0.0189,0.9119,1.0,1.0,1.0,1.0,5251600.0,4238700.0,2742800.0,4768500.0,0.0007,0.8432,0.0197,0.9137,0.0041,0.9782,0.0186,0.999,0.01871781758490752,5381925.0
2025-05-01,META,0,31159000,0.0379171928777063,0.6659,0.0041,0.33,6,0.6618,0.9939,0.67,0.333,-0.0001,-0.0,-0.3706,3.0,1.0,1.0,2.0,29244000.0,11835000.0,13910000.0,14593500.0,0.3336,0.0001,0.0,0.4697,0.9991,0.0318,0.0276,0.1055,0.028619994436404565,18147285.0
2025-05-01,MSFT,0,58938100,0.0280438791693295,0.6397,0.0012,0.359,2,0.6385,0.9981,0.641,0.6057,-0.0,0.9993,-0.0002,3.0,1.0,1.0,1.0,36461100.0,14974000.0,21967800.0,50199700.0,0.6069,0.0,0.9993,0.0016,0.999,0.1843,1.0,0.4205,0.027121561132771664,25835655.0
2025-05-02,AAPL,0,101010600,0.0234363720553215,0.0003,0.9775,0.0223,3,-0.9772,0.0003,0.9777,-1.0,0.003,-0.4854,-0.0171,1.0,1.0,2.0,1.0,57365700.0,47311000.0,52929200.0,51343900.0,1.0,0.0032,0.5159,0.0235,0.0,0.9577,0.0295,0.1356,0.04305805124234828,78533265.0
2025-05-02,AMZN,0,77903500,0.0338487824053983,0.0,0.0,1.0,2,-0.0,0.1985,0.0,-0.0027,0.0,-0.0434,-0.2722,4.0,1.0,1.0,1.0,74266000.0,55176500.0,41667300.0,43763200.0,0.9972,0.0,0.0434,0.2743,0.4987,0.766,0.0002,0.0038,0.03482640295538395,54532470.0
2025-05-02,BRK-B,1,4945600,0.0126874663411155,0.0003,0.0001,0.9996,2,0.0002,0.7051,0.0004,0.0919,-0.0007,0.8064,-0.0047,1.0,1.0,1.0,1.0,4693100.0,5251600.0,4238700.0,3173400.0,0.0923,0.0007,0.8432,0.0047,0.9978,0.0041,0.9782,0.0019,0.018597412199163804,5327800.0
2025-05-02,META,1,24739300,0.0445789064993453,0.4981,0.0032,0.4988,2,0.4949,0.9937,0.5012,0.6618,0.333,-0.0001,-0.0124,6.0,3.0,1.0,1.0,31159000.0,29244000.0,11835000.0,16166000.0,0.67,0.3336,0.0001,0.0124,0.9939,0.9991,0.0318,0.0033,0.029426858959999306,18636450.0
2025-05-02,MSFT,1,30757400,0.0218882022068448,0.0,0.0,1.0,1,-0.0,0.0228,0.0,0.6385,0.6057,-0.0,1.0,2.0,3.0,1.0,1.0,58938100.0,36461100.0,14974000.0,19251200.0,0.641,0.6069,0.0,1.0,0.9981,0.999,0.1843,1.0,0.027286310227909977,28005085.0
2025-05-02,TSLA,1,114454700,0.0525447579551103,0.476,0.0015,0.5225,1,0.4746,0.9969,0.4775,1.0,-0.0,-0.6837,0.0,1.0,1.0,3.0,2.0,151731800.0,150381900.0,120858500.0,83404800.0,1.0,0.0,0.9939,1.0,1.0,0.0749,0.1561,0.5,0.05025074376044156,118946475.0
2025-05-05,BRK-B,0,16380200,0.0353407250400803,0.0002,0.2919,0.7078,7,-0.2917,0.0008,0.2922,0.0002,0.0919,-0.0007,-0.0189,2.0,1.0,1.0,1.0,4945600.0,4693100.0,5251600.0,2742800.0,0.0004,0.0923,0.0007,0.0197,0.7051,0.9978,0.0041,0.0186,0.01837265194280982,5307910.0
2025-05-05,JPM,1,5450700,0.0181941534257373,1.0,0.0,0.0,1,1.0,1.0,1.0,-0.0,-0.0001,0.3333,0.9997,1.0,1.0,3.0,2.0,14126800.0,8716200.0,10912900.0,20284500.0,0.0,0.0001,0.3333,1.0,0.0496,0.0078,1.0,0.9998,0.021270980740164213,13293645.0
2025-05-05,META,1,13887700,0.0256419521175138,0.9914,0.0,0.0085,1,0.9914,1.0,0.9915,0.4949,0.6618,0.333,-0.0,2.0,6.0,3.0,1.0,24739300.0,31159000.0,29244000.0,13910000.0,0.5012,0.67,0.3336,0.0,0.9937,0.9939,0.9991,0.0276,0.029901244777846687,19086065.0
2025-05-05,MSFT,1,20136100,0.0170721342014867,0.0,0.0,1.0,1,0.0,0.7361,0.0,-0.0,0.6385,0.6057,0.9993,1.0,2.0,3.0,1.0,30757400.0,58938100.0,36461100.0,21967800.0,0.0,0.641,0.6069,0.9993,0.0228,0.9981,0.999,1.0,0.027251429977002285,28363885.0
2025-05-06,AMZN,1,29314100,0.0221053606239429,0.015,0.9729,0.0121,1,-0.9579,0.0152,0.9879,-0.0,-0.0027,0.0,-0.0,2.0,4.0,1.0,2.0,77903500.0,74266000.0,55176500.0,33224700.0,0.0,0.9972,0.0,0.0,0.1985,0.4987,0.766,0.0523,0.034878456512576365,56522810.0
2025-05-06,BRK-B,1,6088600,0.0152285449576855,0.5,0.0006,0.4994,4,0.4993,0.9987,0.5006,-0.2917,0.0002,0.0919,0.8064,7.0,2.0,1.0,1.0,16380200.0,4945600.0,4693100.0,4238700.0,0.2922,0.0004,0.0923,0.8432,0.0008,0.7051,0.9978,0.9782,0.018767717865248668,5884030.0
2025-05-07,AAPL,0,68536700,0.0310789903013182,1.0,0.0,0.0,1,1.0,1.0,1.0,-0.9772,-1.0,0.003,-0.0,3.0,1.0,1.0,1.0,101010600.0,57365700.0,47311000.0,46742500.0,0.9777,1.0,0.0032,0.0,0.0003,0.0,0.9577,0.4717,0.04298893030257791,80903090.0
2025-05-07,BRK-B,1,5573800,0.014077122684665,0.0,0.0001,0.9999,2,-0.0001,0.1011,0.0001,0.4993,-0.2917,0.0002,-0.0007,4.0,7.0,2.0,1.0,6088600.0,16380200.0,4945600.0,5251600.0,0.5006,0.2922,0.0004,0.0007,0.9987,0.0008,0.7051,0.0041,0.01875727429652355,5998560.0
2025-05-07,GOOGL,0,127490100,0.1045831513323494,0.0007,0.6102,0.3891,6,-0.6096,0.0011,0.6109,0.001,-0.0,1.0,0.9926,1.0,1.0,1.0,7.0,34981100.0,26809000.0,29745800.0,45894000.0,0.001,0.0,1.0,0.9926,0.9684,0.2049,1.0,1.0,0.015238519572673996,37182055.0
2025-05-07,META,1,13139100,0.0277966572716057,0.0,0.0,1.0,1,0.0,0.5812,0.0,0.9914,0.4949,0.6618,-0.0001,1.0,2.0,6.0,1.0,13887700.0,24739300.0,31159000.0,11835000.0,0.9915,0.5012,0.67,0.0001,1.0,0.9937,0.9939,0.0318,0.028090744989431666,18956435.0
2025-05-07,MSFT,0,23295300,0.0161580532564946,0.0012,0.0002,0.9986,1,0.0011,0.8877,0.0014,0.0,-0.0,0.6385,-0.0,1.0,1.0,2.0,1.0,20136100.0,30757400.0,58938100.0,14974000.0,0.0,0.0,0.641,0.0,0.7361,0.0228,0.9981,0.1843,0.027193736505104538,26641375.0
2025-05-08,AMZN,1,41043600,0.0287833396941514,0.0039,0.0,0.996,1,0.0039,0.9958,0.004,-0.9579,-0.0,-0.0027,-0.0434,1.0,2.0,4.0,1.0,29314100.0,77903500.0,74266000.0,41667300.0,0.9879,0.0,0.9972,0.0434,0.0152,0.1985,0.4987,0.0002,0.03488011135365017,55967770.0
2025-05-08,BRK-B,0,5018600,0.0157780184391832,0.0,0.5,0.5,2,-0.5,0.0,0.5,-0.0001,0.4993,-0.2917,0.0919,2.0,4.0,7.0,1.0,5573800.0,6088600.0,16380200.0,4693100.0,0.0001,0.5006,0.2922,0.0923,0.1011,0.9987,0.0008,0.9978,0.018764377605075697,6034305.0
2025-05-08,GOOGL,0,57498700,0.01954837922127,0.0037,0.9683,0.028,3,-0.9646,0.0038,0.972,-0.6096,0.001,-0.0,0.6745,6.0,1.0,1.0,5.0,127490100.0,34981100.0,26809000.0,56034000.0,0.6109,0.001,0.0,0.6747,0.0011,0.9684,0.2049,0.9999,0.0228103146446096,41784995.0
2025-05-08,MSFT,1,23491300,0.0182906169926459,1.0,0.0,0.0,1,1.0,1.0,1.0,0.0011,0.0,-0.0,0.6057,1.0,1.0,1.0,3.0,23295300.0,20136100.0,30757400.0,36461100.0,0.0014,0.0,0.0,0.6069,0.8877,0.7361,0.0228,0.999,0.027199724462546197,26630705.0
2025-05-08,UNH,0,7218300,0.0142308161808894,0.0002,0.4095,0.5903,1,-0.4093,0.0005,0.4097,-0.9854,-0.685,1.0,0.0,2.0,9.0,1.0,1.0,13029900.0,29120200.0,3871300.0,3015100.0,0.9889,0.7214,1.0,0.0,0.0017,0.0252,1.0,0.7694,0.03072842216956786,8906120.0
2025-05-09,AAPL,0,36453900,0.0150753768844221,0.1179,0.8644,0.0177,1,-0.7464,0.1201,0.9823,1.0,-0.9772,-1.0,-0.4854,1.0,3.0,1.0,2.0,68536700.0,101010600.0,57365700.0,52929200.0,1.0,0.9777,1.0,0.5159,1.0,0.0003,0.0,0.0295,0.04320582724000768,82719715.0
2025-05-09,BRK-B,0,3621400,0.0110062676607316,0.0393,0.2881,0.6725,3,-0.2488,0.1201,0.3275,-0.5,-0.0001,0.4993,0.0002,2.0,2.0,4.0,2.0,5018600.0,5573800.0,6088600.0,4945600.0,0.5,0.0001,0.5006,0.0004,0.0,0.1011,0.9987,0.7051,0.019188524787798335,6086995.0
2025-05-09,GOOGL,0,32435300,0.0184861265963853,0.012,0.5594,0.4286,2,-0.5474,0.021,0.5714,-0.9646,-0.6096,0.001,1.0,3.0,6.0,1.0,1.0,57498700.0,127490100.0,34981100.0,29745800.0,0.972,0.6109,0.001,1.0,0.0038,0.0011,0.9684,1.0,0.021889694303067246,42660380.0
2025-05-09,META,0,10427300,0.025276534603777,0.0,0.0,1.0,1,0.0,0.6314,0.0,0.0,0.9914,0.4949,0.333,1.0,1.0,2.0,3.0,13139100.0,13887700.0,24739300.0,29244000.0,0.0,0.9915,0.5012,0.3336,0.5812,1.0,0.9937,0.9991,0.028138668662161557,18995165.0
2025-05-09,TSLA,1,132387800,0.0587161333056981,0.0,0.0269,0.973,1,-0.0269,0.0009,0.027,0.4746,1.0,-0.0,-0.4999,1.0,1.0,1.0,2.0,114454700.0,151731800.0,150381900.0,97768000.0,0.4775,1.0,0.0,0.5,0.9969,1.0,0.0749,0.0001,0.05025400300371746,120505030.0
2025-05-12,AMZN,0,75205000,0.0280480445816453,0.0014,0.0095,0.9891,1,-0.008,0.1318,0.0109,0.0039,-0.9579,-0.0,0.0,1.0,1.0,2.0,1.0,41043600.0,29314100.0,77903500.0,55176500.0,0.004,0.9879,0.0,0.0,0.9958,0.0152,0.1985,0.766,0.03480009150719254,56047805.0
2025-05-12,BRK-B,0,6368000,0.0193157563497151,0.0,0.5001,0.4999,2,-0.5001,0.0,0.5001,-0.2488,-0.5,-0.0001,-0.2917,3.0,2.0,2.0,7.0,3621400.0,5018600.0,5573800.0,16380200.0,0.3275,0.5,0.0001,0.2922,0.1201,0.0,0.1011,0.0008,0.01919551791162194,6017845.0
2025-05-12,META,1,21965100,0.0306853259937391,0.9525,0.0003,0.0472,1,0.9521,0.9996,0.9528,0.0,0.0,0.9914,0.6618,1.0,1.0,1.0,6.0,10427300.0,13139100.0,13887700.0,31159000.0,0.0,0.0,0.9915,0.67,0.6314,0.5812,1.0,0.9939,0.02762129211380075,18501645.0
2025-05-12,UNH,0,11004800,0.027217834953248,0.0,0.0023,0.9977,1,-0.0023,0.012,0.0023,-0.4093,-0.9854,-0.685,0.0,1.0,2.0,9.0,1.0,7218300.0,13029900.0,29120200.0,12691900.0,0.4097,0.9889,0.7214,0.0005,0.0005,0.0017,0.0252,0.5068,0.030737700041545617,8999005.0
2025-05-13,AAPL,1,51909300,0.0209095378493105,0.0001,0.0,0.9999,1,0.0001,0.9447,0.0001,-0.7464,1.0,-0.9772,0.003,1.0,1.0,3.0,1.0,36453900.0,68536700.0,101010600.0,47311000.0,0.9823,1.0,0.9777,0.0032,0.1201,1.0,0.0003,0.9577,0.04319238772381579,82141745.0
2025-05-13,BRK-B,0,4504100,0.0076604066690291,0.0458,0.0002,0.954,1,0.0455,0.9953,0.046,-0.5001,-0.2488,-0.5,0.4993,2.0,3.0,2.0,4.0,6368000.0,3621400.0,5018600.0,6088600.0,0.5001,0.3275,0.5,0.5006,0.0,0.1201,0.0,0.9987,0.019429784017867477,6078515.0
2025-05-13,GOOGL,1,42382100,0.0277725539931393,0.1663,0.0048,0.8289,3,0.1616,0.9722,0.1711,-0.5474,-0.9646,-0.6096,-0.0,2.0,3.0,6.0,1.0,32435300.0,57498700.0,127490100.0,26809000.0,0.5714,0.972,0.6109,0.0,0.021,0.0038,0.0011,0.2049,0.021691536828754347,42867045.0
2025-05-13,JPM,1,8589000,0.0125656008682362,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0,-0.0,-0.0001,0.9648,1.0,1.0,1.0,1.0,5450700.0,14126800.0,8716200.0,13017800.0,1.0,0.0,0.0001,0.9669,1.0,0.0496,0.0078,0.9989,0.021104739114887753,13170190.0
2025-05-13,TSLA,1,136992600,0.0649687767028808,0.0005,0.0012,0.9983,1,-0.0007,0.29,0.0017,-0.0269,0.4746,1.0,-0.6837,1.0,1.0,1.0,3.0,132387800.0,114454700.0,151731800.0,120858500.0,0.027,0.4775,1.0,0.9939,0.0009,0.9969,1.0,0.1561,0.05043170523013205,123248675.0
2025-05-13,UNH,0,59478300,0.097992478862936,0.0,0.5,0.4999,2,-0.5,0.0,0.5001,-0.0023,-0.4093,-0.9854,1.0,1.0,1.0,2.0,1.0,11004800.0,7218300.0,13029900.0,3871300.0,0.0023,0.4097,0.9889,1.0,0.012,0.0005,0.0017,1.0,0.029508690824257,9031095.0
2025-05-14,META,0,12348200,0.0126434643664675,0.9589,0.0103,0.0308,1,0.9486,0.9894,0.9692,0.9521,0.0,0.0,0.4949,1.0,1.0,1.0,2.0,21965100.0,10427300.0,13139100.0,24739300.0,0.9528,0.0,0.0,0.5012,0.9996,0.6314,0.5812,0.9937,0.027747487178837547,18573025.0
2025-05-14,MSFT,1,19902800,0.012853079528204,0.5158,0.005,0.4792,2,0.5108,0.9905,0.5208,1.0,0.0011,0.0,0.6385,1.0,1.0,1.0,2.0,23491300.0,23295300.0,20136100.0,58938100.0,1.0,0.0014,0.0,0.641,1.0,0.8877,0.7361,0.9981,0.02664851296252148,26429030.0
2025-05-14,TSLA,1,136997300,0.037956204379562,0.0063,0.738,0.2556,1,-0.7317,0.0085,0.7444,-0.0007,-0.0269,0.4746,-0.0,1.0,1.0,1.0,1.0,136992600.0,132387800.0,114454700.0,150381900.0,0.0017,0.027,0.4775,0.0,0.29,0.0009,0.9969,0.0749,0.05106155913003576,126684440.0
2025-05-14,UNH,0,40029600,0.0492456571432584,0.0,0.9998,0.0002,1,-0.9998,0.0,0.9998,-0.5,-0.0023,-0.4093,-0.685,2.0,1.0,1.0,9.0,59478300.0,11004800.0,7218300.0,29120200.0,0.5001,0.0023,0.4097,0.7214,0.0,0.012,0.0005,0.0252,0.033383809789074216,11594865.0
2025-05-15,BRK-B,1,5040900,0.0162426919519076,0.0003,0.0006,0.999,3,-0.0003,0.3563,0.001,0.0455,-0.5001,-0.2488,-0.0001,1.0,2.0,3.0,2.0,4504100.0,6368000.0,3621400.0,5573800.0,0.046,0.5001,0.3275,0.0001,0.9953,0.0,0.1201,0.1011,0.018914041613760292,5946755.0
2025-05-15,META,0,14341800,0.0286268564377217,0.0021,0.0166,0.9812,1,-0.0145,0.1126,0.0188,0.9486,0.9521,0.0,0.9914,1.0,1.0,1.0,1.0,12348200.0,21965100.0,10427300.0,13887700.0,0.9692,0.9528,0.0,0.9915,0.9894,0.9996,0.6314,1.0,0.027749759457133125,18403370.0
2025-05-15,TSLA,1,97882600,0.0335547204284404,0.0,0.0004,0.9996,1,-0.0003,0.1106,0.0004,-0.7317,-0.0007,-0.0269,1.0,1.0,1.0,1.0,1.0,136997300.0,136992600.0,132387800.0,151731800.0,0.7444,0.0017,0.027,1.0,0.0085,0.29,0.0009,1.0,0.05072636107717404,131236035.0
2025-05-15,UNH,0,121849200,0.1010185144788647,0.1409,0.5684,0.2907,7,-0.4275,0.1987,0.7093,-0.9998,-0.5,-0.0023,-0.9854,1.0,2.0,1.0,2.0,40029600.0,59478300.0,11004800.0,13029900.0,0.9998,0.5001,0.0023,0.9889,0.0,0.0,0.012,0.0017,0.033607965866072925,13152345.0
2025-05-16,AMZN,0,43318500,0.011989417032393,0.3506,0.0001,0.6493,1,0.3504,0.9997,0.3507,-0.008,0.0039,-0.9579,-0.0027,1.0,1.0,1.0,4.0,75205000.0,41043600.0,29314100.0,74266000.0,0.0109,0.004,0.9879,0.9972,0.1318,0.9958,0.0152,0.4987,0.03478482742121734,58249495.0
2025-05-16,BRK-B,1,4997300,0.0147754826535506,0.0,0.0002,0.9998,3,-0.0002,0.0237,0.0002,-0.0003,0.0455,-0.5001,-0.5,3.0,1.0,2.0,2.0,5040900.0,4504100.0,6368000.0,5018600.0,0.001,0.046,0.5001,0.5,0.3563,0.9953,0.0,0.0,0.019042344275427003,5992270.0
2025-05-16,JPM,1,8932900,0.0140186915887851,0.0,0.0001,0.9999,1,-0.0,0.2673,0.0001,1.0,1.0,-0.0,0.3333,1.0,1.0,1.0,3.0,8589000.0,5450700.0,14126800.0,10912900.0,1.0,1.0,0.0,0.3333,1.0,1.0,0.0496,1.0,0.02119330217987548,13249280.0
2025-05-16,META,1,18519000,0.022399488267552,0.7294,0.0047,0.2659,1,0.7247,0.9936,0.7341,-0.0145,0.9486,0.9521,0.0,1.0,1.0,1.0,1.0,14341800.0,12348200.0,21965100.0,13139100.0,0.0188,0.9692,0.9528,0.0,0.1126,0.9894,0.9996,0.5812,0.027496354439255775,18489970.0
2025-05-16,MSFT,1,23849800,0.0124543181445958,0.8659,0.0,0.1341,1,0.8658,0.9999,0.8659,0.5108,1.0,0.0011,-0.0,2.0,1.0,1.0,1.0,19902800.0,23491300.0,23295300.0,30757400.0,0.5208,1.0,0.0014,0.0,0.9905,1.0,0.8877,0.0228,0.02651159103853262,26101985.0
2025-05-19,AAPL,1,46140500,0.0251070228885502,0.0,0.9993,0.0007,1,-0.9993,0.0,0.9993,0.0001,-0.7464,1.0,-1.0,1.0,1.0,1.0,1.0,51909300.0,36453900.0,68536700.0,57365700.0,0.0001,0.9823,1.0,1.0,0.9447,0.1201,1.0,0.0,0.04306150504904092,81895540.0
2025-05-19,BRK-B,0,3441500,0.007184245081787,0.0019,0.0001,0.998,1,0.0019,0.9719,0.002,-0.0002,-0.0003,0.0455,-0.2488,3.0,3.0,1.0,3.0,4997300.0,5040900.0,4504100.0,3621400.0,0.0002,0.001,0.046,0.3275,0.0237,0.3563,0.9953,0.1201,0.019122868942847548,5921590.0
2025-05-19,GOOGL,1,30426100,0.0147103413151276,0.077,0.3401,0.5828,3,-0.2631,0.1847,0.4172,0.1616,-0.5474,-0.9646,0.001,3.0,2.0,3.0,1.0,42382100.0,32435300.0,57498700.0,34981100.0,0.1711,0.5714,0.972,0.001,0.9722,0.021,0.0038,0.9684,0.02162959380886883,42805950.0
2025-05-19,JPM,0,12145000,0.024063321190658,0.478,0.2543,0.2677,4,0.2237,0.6527,0.7323,-0.0,1.0,1.0,-0.0001,1.0,1.0,1.0,1.0,8932900.0,8589000.0,5450700.0,8716200.0,0.0001,1.0,1.0,0.0001,0.2673,1.0,1.0,0.0078,0.01897397582504447,13003590.0
2025-05-19,TSLA,1,88869900,0.0286351627486257,0.0013,0.2445,0.7543,3,-0.2432,0.0052,0.2457,-0.0003,-0.7317,-0.0007,0.4746,1.0,1.0,1.0,1.0,97882600.0,136997300.0,136992600.0,114454700.0,0.0004,0.7444,0.0017,0.4775,0.1106,0.0085,0.29,0.9969,0.04692623507546059,129418725.0
2025-05-19,UNH,1,62524700,0.0624733708412075,1.0,0.0,0.0,1,1.0,1.0,1.0,-0.4275,-0.9998,-0.5,-0.4093,7.0,1.0,2.0,1.0,121849200.0,40029600.0,59478300.0,7218300.0,0.7093,0.9998,0.5001,0.4097,0.1987,0.0,0.0,0.0005,0.03298686342539285,18696960.0
2025-05-20,GOOGL,0,46607700,0.0336478180013193,0.0,0.4903,0.5097,2,-0.4903,0.0,0.4903,-0.2631,0.1616,-0.5474,-0.6096,3.0,3.0,2.0,6.0,30426100.0,42382100.0,32435300.0,127490100.0,0.4172,0.1711,0.5714,0.6109,0.1847,0.9722,0.021,0.0011,0.021580738999785843,42727460.0
2025-05-20,JPM,1,8436300,0.0166083195627191,0.0152,0.4769,0.5079,4,-0.4618,0.0308,0.4921,0.2237,-0.0,1.0,-0.0,4.0,1.0,1.0,1.0,12145000.0,8932900.0,8589000.0,14126800.0,0.7323,0.0001,1.0,0.0,0.6527,0.2673,1.0,0.0496,0.018505248763450003,13130420.0
2025-05-20,TSLA,0,131715500,0.0384051097797667,0.0007,0.0029,0.9964,1,-0.0022,0.189,0.0036,-0.2432,-0.0003,-0.7317,-0.0269,3.0,1.0,1.0,1.0,88869900.0,97882600.0,136997300.0,132387800.0,0.2457,0.0004,0.7444,0.027,0.0052,0.1106,0.0085,0.0009,0.046877000824934144,129160075.0
2025-05-21,AMZN,0,42460900,0.0168642882048525,0.0045,0.0011,0.9944,1,0.0034,0.8042,0.0056,0.3504,-0.008,0.0039,-0.0,1.0,1.0,1.0,2.0,43318500.0,75205000.0,41043600.0,77903500.0,0.3507,0.0109,0.004,0.0,0.9997,0.1318,0.9958,0.1985,0.03442291676714023,58772655.0
2025-05-21,BRK-B,0,3815800,0.009065659073168,0.0,0.0,1.0,2,-0.0,0.2127,0.0,0.0019,-0.0002,-0.0003,-0.5001,1.0,3.0,3.0,2.0,3441500.0,4997300.0,5040900.0,6368000.0,0.002,0.0002,0.001,0.5001,0.9719,0.0237,0.3563,0.0,0.017542757919839537,5620160.0
2025-05-21,GOOGL,1,73416000,0.0585252714776144,0.3334,0.3333,0.3333,3,0.0001,0.5001,0.6667,-0.4903,-0.2631,0.1616,-0.9646,2.0,3.0,3.0,3.0,46607700.0,30426100.0,42382100.0,57498700.0,0.4903,0.4172,0.1711,0.972,0.0,0.1847,0.9722,0.0038,0.021458397876294045,42954105.0
2025-05-21,TSLA,0,102354800,0.0439856987447239,0.3869,0.1038,0.5093,2,0.283,0.7884,0.4907,-0.0022,-0.2432,-0.0003,-0.0007,1.0,3.0,1.0,1.0,131715500.0,88869900.0,97882600.0,136992600.0,0.0036,0.2457,0.0004,0.0017,0.189,0.0052,0.1106,0.29,0.04611030493171089,130823270.0
2025-05-21,UNH,1,45506900,0.0328570901357454,0.0001,0.339,0.6609,3,-0.339,0.0002,0.3391,1.0,-0.4275,-0.9998,-0.0023,1.0,7.0,1.0,1.0,62524700.0,121849200.0,40029600.0,11004800.0,1.0,0.7093,0.9998,0.0023,1.0,0.1987,0.0,0.012,0.033906378937304714,21616110.0
2025-05-22,AMZN,1,38938900,0.0278080778078507,0.3937,0.0001,0.6062,5,0.3936,0.9998,0.3938,0.0034,0.3504,-0.008,-0.9579,1.0,1.0,1.0,1.0,42460900.0,43318500.0,75205000.0,29314100.0,0.0056,0.3507,0.0109,0.9879,0.8042,0.9997,0.1318,0.0152,0.034423142329925056,59529815.0
2025-05-22,BRK-B,0,3244800,0.0094238352613905,0.2499,0.0001,0.75,4,0.2499,0.9997,0.25,-0.0,0.0019,-0.0002,0.0455,2.0,1.0,3.0,1.0,3815800.0,3441500.0,4997300.0,4504100.0,0.0,0.002,0.0002,0.046,0.2127,0.9719,0.0237,0.9953,0.009670613443763269,5303265.0
2025-05-22,META,1,8228400,0.0197775857878232,0.9975,0.0,0.0025,1,0.9975,1.0,0.9975,0.7247,-0.0145,0.9486,0.0,1.0,1.0,1.0,1.0,18519000.0,14341800.0,12348200.0,10427300.0,0.7341,0.0188,0.9692,0.0,0.9936,0.1126,0.9894,0.6314,0.027497944159278972,18894095.0
2025-05-22,MSFT,0,18025600,0.0139575907970871,0.9975,0.0,0.0025,1,0.9975,1.0,0.9975,0.8658,0.5108,1.0,0.0,1.0,2.0,1.0,1.0,23849800.0,19902800.0,23491300.0,20136100.0,0.8659,0.5208,1.0,0.0,0.9999,0.9905,1.0,0.7361,0.026372694391491414,25825105.0
2025-05-23,AAPL,1,78432900,0.0218928604041,0.0182,0.6001,0.3818,1,-0.5819,0.0294,0.6182,-0.9993,0.0001,-0.7464,-0.9772,1.0,1.0,1.0,3.0,46140500.0,51909300.0,36453900.0,101010600.0,0.9993,0.0001,0.9823,0.9777,0.0,0.9447,0.1201,0.0003,0.0429524809492859,81888885.0
2025-05-23,AMZN,1,33393500,0.0227249328927797,1.0,0.0,0.0,1,1.0,1.0,1.0,0.3936,0.0034,0.3504,0.0039,5.0,1.0,1.0,1.0,38938900.0,42460900.0,43318500.0,41043600.0,0.3938,0.0056,0.3507,0.004,0.9998,0.8042,0.9997,0.9958,0.0343856635913501,58299380.0
2025-05-23,BRK-B,1,3166800,0.010478832553577,0.0007,0.3952,0.6041,1,-0.3945,0.0018,0.3959,0.2499,-0.0,0.0019,-0.0003,4.0,2.0,1.0,3.0,3244800.0,3815800.0,3441500.0,5040900.0,0.25,0.0,0.002,0.001,0.9997,0.2127,0.9719,0.3563,0.009672687343149184,5189900.0
2025-05-23,GOOGL,0,35211400,0.0122442171661651,0.0,0.0,1.0,1,-0.0,0.0284,0.0,0.0001,-0.4903,-0.2631,-0.5474,3.0,2.0,3.0,2.0,73416000.0,46607700.0,30426100.0,32435300.0,0.6667,0.4903,0.4172,0.5714,0.5001,0.0,0.1847,0.021,0.02240841964798778,44911125.0
